DGREM_Mean,DGREM_sd,SegSites,Grantham_mean_Position,Grantham_sd_Position,Grantham_sk_Position,Grantham_ku_Position
-0.15089999999999998,0.011396783171872081,38,30368.075,85743.49132518371,3.8547145841850123,19.750926616767494
-0.16852,0.02063604182546213,56,48231.68125,124183.35547197814,4.456222038870859,27.38535052149126
-0.1538,0.009374788886511885,19,12834.2375,68761.33322682958,7.756161687950745,71.36108655200029
-0.19476000000000002,0.009051850639510138,17,13228.36875,54373.222359059735,6.45565924797009,54.62372788359571
-0.16646,0.021901050203129536,57,70927.7875,187973.5885139981,3.5197569223641896,14.862326215832264
-0.13616,0.03180332617126007,82,46035.575,83554.92503897879,2.4016480039478134,8.803124386914867
-0.20545,0.0033143626838353086,5,1406.35625,12440.139364345378,10.637085449493426,121.00694495233056
-0.15897,0.03129348707532181,75,77439.5875,151288.82874341638,2.672096720184666,10.643910290193183
-0.10064999999999999,0.015871235336643176,97,94084.13125,142623.13459994513,2.0138682992745625,6.969700167521567
-0.19511,0.016311035800613303,29,27238.6,100047.43236030583,5.373569885460721,36.01096492223867
-0.19944,0.006545430976388546,8,8550.20625,72910.75729745696,11.055979057189118,130.8836253698364
-0.20342000000000002,0.004837538400651491,8,7362.3875,47992.17835973212,8.032027457540137,71.85909487376522
-0.046560000000000004,0.028188500413387642,94,98673.51875,144276.962738641,1.8276366617492723,6.275103964307039
-0.18293,0.018716009189995605,50,58848.91875,155326.6120544451,4.0209175414653835,20.21332467982365
-0.17838,0.004593667138330521,4,3349.75625,24696.247894606156,8.000121244193174,69.43781162337868
-0.19307999999999997,0.016496518151146656,61,45059.34375,102247.97913901813,3.860723230220831,23.616253468266805
-0.18671,0.013250362678474546,26,25152.6375,124823.59636305198,6.525862285933409,46.84403587983943
-0.08227,0.06550952517679309,76,79023.10625,157817.1105582186,3.1817764432619913,15.60130040390154
-0.15791000000000002,0.01775677961293157,47,39658.5625,92996.03121643738,2.9818579503189637,11.852950090302897
-0.19723000000000002,0.0037315620798206656,17,8827.80625,31343.457151672257,3.689386730254737,15.739610769168664
-0.17464000000000002,0.026615417420067723,65,54686.88125,114445.72157099021,3.708913169548203,22.84469250915921
-0.20128,0.002497020446674619,4,1787.775,17842.830758441167,11.932057796454185,147.20737550075148
-0.12006999999999998,0.04164548928488868,62,53274.70625,119278.62781150255,2.955915484507565,11.715978882818241
-0.09099,0.03642033772495802,93,72165.6125,126506.22495098744,2.526024021747884,9.574475109359826
-0.2061,0.0,0,0.0,0.0,0,0
-0.1419,0.01612361966529573,85,73198.0875,124604.01801413695,2.1597224718750714,7.418481172352924
-0.08426,0.03858558164795642,90,75623.475,150583.62947623787,3.863163764945485,21.324804341468436
-0.09268,0.03441513878771634,93,71261.59375,118015.00965615014,2.158168989234739,7.618455297825674
-0.09764999999999999,0.009394235821325043,100,107914.71875,181217.60595973325,2.8667866556251482,12.134047540489266
-0.13840999999999998,0.026133309948969126,71,38031.8875,72007.11899180413,2.3857086803650254,8.648967901351606
-0.20273000000000002,0.0033661880847959454,19,14609.73125,67521.6337793601,6.179510658201285,43.30381919083307
-0.12204999999999999,0.028313806997058287,91,94627.825,154176.5408931247,2.3022969801213424,8.879623149228477
-0.07125,0.03744136898019504,100,122595.40625,192024.64352496847,2.1338877058632644,7.566614494997255
-0.16069,0.04192242703957977,57,50642.3375,126461.21534070664,3.8131677841122333,19.582719911141766
-0.21105999999999997,0.012384506449592566,27,12590.66875,53351.74043854165,8.079618882997682,80.68085905767411
-0.18775999999999998,0.008673228285297747,13,7827.0875,31213.588318708924,4.1975761781971,20.02714151629394
-0.15957000000000002,0.040319034655551415,59,50991.50625,129984.73052930075,4.148319395349481,23.219098341028307
-0.11417,0.015989861371089698,88,94600.48125,183284.13828970483,2.8383483349952767,11.3190580389693
-0.11826,0.055830461617690785,85,65064.60625,137873.43293778988,3.3627216986317454,15.502851208015981
-0.08141999999999999,0.031222136022024147,86,86280.0,166598.88192140576,3.1607443971252382,14.661395115936985
-0.16546,0.022162540969442604,34,26165.05,96873.7360405155,6.615141826856591,53.734917329236985
-0.13113,0.024719180586922556,67,43319.15,81712.06778684835,2.5691931758005593,10.830102510680693
-0.14551,0.019138353000076984,44,29661.5625,79612.6977122437,3.969846533164045,22.15352459340665
-0.18727999999999997,0.010193985154655335,26,12503.85,43279.32818162161,4.60776232276381,27.665630963817854
-0.13626000000000002,0.05909907312677962,92,83975.88125,157570.1888151105,2.7675181212627584,11.612823853763125
-0.21559,0.02664517675761308,29,15472.8375,48795.26916437271,3.851102883331371,19.13595051459075
-0.18134999999999998,0.011359210653327395,18,12003.54375,46029.588887590435,4.147334421666265,19.41436664690835
-0.19507999999999998,0.016594363166114234,36,19139.3375,56420.52595984985,4.416554305293207,24.394330250064392
-0.0975,0.020649670430515084,96,92145.575,160922.60345933962,3.0576398432495453,14.004362051456871
-0.13511,0.0041083789720250735,6,1071.85,6590.833536245629,7.339977427458713,60.19415991815689
-0.08635,0.028759124156034765,99,65553.825,111249.76847816077,3.14432141177697,16.870619078239685
-0.20601000000000003,0.006853296043997125,16,8565.8,45303.20221322673,7.086704607727576,55.70366171847316
-0.06736,0.01592790702579037,103,62341.15625,104556.35140933255,3.293894086343255,19.25929631774717
-0.15211,0.024888125236300497,74,66268.5375,135261.58312469407,3.3186892552718565,16.75670380086184
-0.16309,0.02148024673973742,65,42653.68125,112088.13404540026,5.104509361809248,36.311008393779716
-0.11648999999999998,0.027408573273501286,57,31748.91875,75550.51630548037,4.01723751420276,24.645967201023865
-0.09838999999999999,0.017974268645297737,51,55767.41875,140349.880185132,3.928283349545842,21.866272239843326
-0.20267,0.004198690271977678,16,5835.925,26980.362951957748,6.305935465020784,48.065292580045266
-0.16982000000000003,0.014270311061002761,66,71361.95625,164293.44215641846,3.366897108805199,15.30707967426291
-0.20736000000000004,0.01483008953295818,32,15363.64375,50963.825888975785,5.408418616782161,39.691129979274244
-0.20576,0.0010751744044572534,1,283.55625,3575.508265874366,12.530215054346648,158.00628930817675
-0.11428,0.047298973444345374,65,55372.01875,114571.10553099075,2.5877442631286964,9.44641603343442
-0.17011000000000004,0.02889826792195146,52,55956.33125,157138.75237380678,4.290169305113866,24.675894140423537
-0.17573999999999998,0.014437774528414458,28,16179.0125,48578.95216307518,3.35174853474355,13.380069486360094
-0.11735999999999999,0.009210887277805786,24,17724.79375,58911.37776027405,4.121564054317296,20.300583502350626
-0.17704999999999999,0.02108244398651268,44,32355.15625,86703.47449472158,3.9328435076916173,20.596094083717887
-0.11265,0.04654370108952565,93,85253.81875,128417.71175196551,1.84972110402847,5.986389884491392
-0.17799,0.02951095653406639,18,8836.54375,37974.277856176435,6.086671381308516,43.578783226179866
-0.14106000000000002,0.0037485404567051865,14,9895.2125,56205.956297285295,8.353553058908535,80.98485077252926
-0.20183,0.005853973009845535,17,5388.8625,19448.067998032464,4.1961164491115435,20.92480219342248
0.015889999999999998,0.019448590351659596,121,86481.4875,105137.5944134035,1.3585842290526229,4.145341353759365
-0.16261,0.044035073142515244,57,39715.40625,105183.3417126553,4.821473857671371,31.87963168023738
-0.08923,0.014675682834766725,36,12975.775,41228.71305685365,4.22270764454542,22.01834205104254
-0.16641,0.009939422071283175,42,38711.41875,110036.49411220776,4.2112861603850655,23.561453739541598
-0.18977000000000002,0.013607518346691857,45,24740.5875,69582.19480220758,4.363155117432221,25.751421240807172
-0.15464,0.015155944928201161,71,62252.925,112701.96970109652,2.352892148822147,8.795586401199124
-0.15367999999999998,0.012924808186842334,48,32256.2625,73556.86910373211,2.579437222628811,9.202131203788392
-0.06989000000000001,0.02537402214864644,103,98154.69375,151120.38652441115,2.459242682691031,10.506557318063964
-0.18445,0.025856366076203872,61,55799.2875,123948.73240433859,2.8008308450645414,10.59842820382308
-0.19967,0.020556483162253215,53,52956.5125,138874.68536696964,3.920102170081882,20.492789908275768
-0.13149,0.0084206690153851,16,6620.1125,29562.997486931898,5.78952041949426,39.71216602518637
-0.19127,0.011359484534471134,49,29114.725,77899.62415225054,3.448296673806072,15.578091544604183
-0.17332000000000003,0.012948427617968827,52,44460.54375,107934.95618808153,3.8457075997925245,21.749144777247697
-0.20875,0.014952610325811192,23,18799.65625,86276.22937823365,8.215261521376076,83.15483322933231
-0.17353000000000002,0.008726084778155412,34,23470.99375,73782.58232371796,4.024778324810195,21.047739937102115
-0.19127999999999998,0.00862538888012206,32,20575.85,84538.36588586569,8.113142497818965,82.24276177286742
